s,"n(s,p,L)"
1566,0.0055
1567,0.0065
1568,0.0051
1569,0.0048
1570,0.0061
1571,0.0063
1572,0.0058
1573,0.0059
1574,0.0056
1575,0.0065
1576,0.0066
1577,0.0063
1578,0.0048
1579,0.0074
1580,0.0091
1581,0.0086
1582,0.0075
1583,0.0068
1584,0.0067
1585,0.0074
1586,0.0067
1587,0.0084
1588,0.0085
1589,0.0064
1590,0.0063
1591,0.0063
1592,0.008
1593,0.0073
1594,0.0055
1595,0.0057
1596,0.006
1597,0.0072
1598,0.0072
1599,0.0073
1600,0.0057
1601,0.0066
1602,0.0063
1603,0.0072
1604,0.0062
1605,0.0072
1606,0.0056
1607,0.007
1608,0.004
1609,0.0063
1610,0.0069
1611,0.0074
1612,0.0056
1613,0.0055
1614,0.0067
1615,0.0068
1616,0.0079
1617,0.0071
1618,0.006
1619,0.0077
1620,0.0056
1621,0.0072
1622,0.0066
1623,0.0062
1624,0.0049
1625,0.0066
1626,0.006
1627,0.005
1628,0.0058
1629,0.0047
1630,0.0045
1631,0.0052
1632,0.0063
1633,0.005
1634,0.0037
1635,0.005
1636,0.0035
1637,0.0053
1638,0.0042
1639,0.004
1640,0.0043
1641,0.0034
1642,0.0037
1643,0.003
1644,0.0037
1645,0.0026
1646,0.0021
1647,0.0033
1648,0.0037
1649,0.0034
1650,0.003
1651,0.0034
1652,0.0039
1653,0.0036
1654,0.0024
1655,0.0031
1656,0.0029
1657,0.0019
1658,0.0026
1659,0.0022
1660,0.0023
1661,0.0021
1662,0.0022
1663,0.0024
1664,0.0016
1665,0.0019
1666,0.0011
1667,0.0011
1668,0.001
1669,0.0013
1670,0.0013
1671,0.0014
1672,0.0013
1673,0.001
1674,0.0012
1675,0.0005
1676,0.0014
1677,0.001
1678,0.0008
1679,0.0006
1680,0.0006
1681,0.0007
1682,0.0004
1683,0.0006
1684,0.0009
1685,0.0004
1686,0.0006
1687,0.0007
1688,0.0005
1689,0.0003
1691,0.0006
1692,0.0001
1693,0.0004
1694,0.0003
1695,0.0002
1696,0.0002
1698,0.0002
1700,0.0001
1701,0.0003
1702,0.0002
1703,0.0002
1705,0.0005
1706,0.0001
1707,0.0001
1708,0.0002
1711,0.0002
1712,0.0002
1715,0.0002
1716,0.0001
